method,url,caller_file,caller_line,enclosing_function,response_type,query_key,used_by_pages,wave,module,suggested_controller
POST,/v1/credit-facilities/{}/drawdowns,/cbs-frontend/src/features/lending/api/facilityApi.ts,31,facilityApi,Drawdown,,/cbs-frontend/src/features/lending/pages/FacilityDetailPage.tsx; /cbs-frontend/src/features/lending/pages/FacilityListPage.tsx,4,credit-facilities,CreditFacilitiesController
GET,/v1/collaterals,/cbs-frontend/src/features/lending/api/collateralApi.ts,6,collateralApi,Collateral[],,/cbs-frontend/src/features/lending/pages/CollateralDetailPage.tsx; /cbs-frontend/src/features/lending/pages/CollateralRegisterPage.tsx,4,collaterals,CollateralsController
GET,/v1/collaterals/{},/cbs-frontend/src/features/lending/api/collateralApi.ts,9,collateralApi,Collateral,,/cbs-frontend/src/features/lending/pages/CollateralDetailPage.tsx; /cbs-frontend/src/features/lending/pages/CollateralRegisterPage.tsx,4,collaterals,CollateralsController
GET,/v1/collaterals/{}/valuation-history,/cbs-frontend/src/features/lending/api/collateralApi.ts,12,collateralApi,ValuationHistoryItem[],,/cbs-frontend/src/features/lending/pages/CollateralDetailPage.tsx; /cbs-frontend/src/features/lending/pages/CollateralRegisterPage.tsx,4,collaterals,CollateralsController
POST,/v1/collaterals,/cbs-frontend/src/features/lending/api/collateralApi.ts,15,collateralApi,Collateral,,/cbs-frontend/src/features/lending/pages/CollateralDetailPage.tsx; /cbs-frontend/src/features/lending/pages/CollateralRegisterPage.tsx,4,collaterals,CollateralsController
POST,/v1/collaterals/{}/request-valuation,/cbs-frontend/src/features/lending/api/collateralApi.ts,18,collateralApi,void,,/cbs-frontend/src/features/lending/pages/CollateralDetailPage.tsx; /cbs-frontend/src/features/lending/pages/CollateralRegisterPage.tsx,4,collaterals,CollateralsController
PATCH,/v1/collaterals/{}/insurance,/cbs-frontend/src/features/lending/api/collateralApi.ts,21,collateralApi,Collateral,,/cbs-frontend/src/features/lending/pages/CollateralDetailPage.tsx; /cbs-frontend/src/features/lending/pages/CollateralRegisterPage.tsx,4,collaterals,CollateralsController
POST,/v1/collaterals/{}/perfect,/cbs-frontend/src/features/lending/api/collateralApi.ts,24,collateralApi,Collateral,,/cbs-frontend/src/features/lending/pages/CollateralDetailPage.tsx; /cbs-frontend/src/features/lending/pages/CollateralRegisterPage.tsx,4,collaterals,CollateralsController
POST,/v1/collaterals/{}/release,/cbs-frontend/src/features/lending/api/collateralApi.ts,27,collateralApi,Collateral,,/cbs-frontend/src/features/lending/pages/CollateralDetailPage.tsx; /cbs-frontend/src/features/lending/pages/CollateralRegisterPage.tsx,4,collaterals,CollateralsController
GET,/v1/syndication,/cbs-frontend/src/features/lending/api/syndicationApi.ts,27,syndicationApi,SyndicatedLoan[],,/cbs-frontend/src/features/lending/pages/SyndicationPage.tsx,4,syndication,SyndicationController
GET,/v1/syndication/{},/cbs-frontend/src/features/lending/api/syndicationApi.ts,28,syndicationApi,SyndicatedLoan,,/cbs-frontend/src/features/lending/pages/SyndicationPage.tsx,4,syndication,SyndicationController
GET,/v1/syndication/{}/participants,/cbs-frontend/src/features/lending/api/syndicationApi.ts,29,syndicationApi,Participant[],,/cbs-frontend/src/features/lending/pages/SyndicationPage.tsx,4,syndication,SyndicationController
GET,/v1/project-finance,/cbs-frontend/src/features/lending/api/syndicationApi.ts,31,syndicationApi,ProjectFinance[],,/cbs-frontend/src/features/lending/pages/SyndicationPage.tsx,4,project-finance,ProjectFinanceController
GET,/v1/project-finance/{},/cbs-frontend/src/features/lending/api/syndicationApi.ts,32,syndicationApi,ProjectFinance,,/cbs-frontend/src/features/lending/pages/SyndicationPage.tsx,4,project-finance,ProjectFinanceController
GET,/v1/mortgages,/cbs-frontend/src/features/lending/api/mortgageApi.ts,6,mortgageApi,MortgageLoan[],,/cbs-frontend/src/features/lending/pages/MortgageDetailPage.tsx; /cbs-frontend/src/features/lending/pages/MortgageListPage.tsx,4,mortgages,MortgagesController
GET,/v1/transactions,/cbs-frontend/src/features/transactions/api/transactionApi.ts,65,result,,,/cbs-frontend/src/features/transactions/pages/TransactionSearchPage.tsx,4,transactions,TransactionsController
GET,/v1/transactions/{},/cbs-frontend/src/features/transactions/api/transactionApi.ts,70,result,Transaction,,/cbs-frontend/src/features/transactions/pages/TransactionSearchPage.tsx,4,transactions,TransactionsController
POST,/v1/transactions/{}/reverse,/cbs-frontend/src/features/transactions/api/transactionApi.ts,74,result,{ message: string },,/cbs-frontend/src/features/transactions/pages/TransactionSearchPage.tsx,4,transactions,TransactionsController
GET,/v1/accounts/selector,/cbs-frontend/src/features/statements/components/StatementRequestForm.tsx,84,StatementRequestForm,AccountOption[],"['statement-accounts'],",/cbs-frontend/src/features/statements/pages/StatementGeneratorPage.tsx,1,accounts,AccountsController
POST,/v1/statements/generate,/cbs-frontend/src/features/statements/api/statementApi.ts,130,statementApi,StatementData,,/cbs-frontend/src/features/statements/pages/StatementGeneratorPage.tsx,4,statements,StatementsController
POST,/v1/statements/generate,/cbs-frontend/src/features/statements/api/statementApi.ts,133,statementApi,StatementData,,/cbs-frontend/src/features/statements/pages/StatementGeneratorPage.tsx,4,statements,StatementsController
GET,/v1/statements/download,/cbs-frontend/src/features/statements/api/statementApi.ts,136,statementApi,string,,/cbs-frontend/src/features/statements/pages/StatementGeneratorPage.tsx,4,statements,StatementsController
POST,/v1/statements/email,/cbs-frontend/src/features/statements/api/statementApi.ts,139,statementApi,{ success: boolean },,/cbs-frontend/src/features/statements/pages/StatementGeneratorPage.tsx,4,statements,StatementsController
GET,/v1/statements/certificate,/cbs-frontend/src/features/statements/api/statementApi.ts,142,statementApi,CertificateData,,/cbs-frontend/src/features/statements/pages/StatementGeneratorPage.tsx,4,statements,StatementsController
GET,/v1/statements/confirmation,/cbs-frontend/src/features/statements/api/statementApi.ts,145,statementApi,AccountConfirmationData,,/cbs-frontend/src/features/statements/pages/StatementGeneratorPage.tsx,4,statements,StatementsController
GET,/v1/statements/subscriptions,/cbs-frontend/src/features/statements/api/statementApi.ts,148,statementApi,StatementSubscription[],,/cbs-frontend/src/features/statements/pages/StatementGeneratorPage.tsx,4,statements,StatementsController
POST,/v1/statements/subscriptions,/cbs-frontend/src/features/statements/api/statementApi.ts,151,statementApi,StatementSubscription,,/cbs-frontend/src/features/statements/pages/StatementGeneratorPage.tsx,4,statements,StatementsController
POST,/v1/statements/subscriptions/{},/cbs-frontend/src/features/statements/api/statementApi.ts,154,statementApi,StatementSubscription,,/cbs-frontend/src/features/statements/pages/StatementGeneratorPage.tsx,4,statements,StatementsController
POST,/v1/statements/subscriptions/{}/delete,/cbs-frontend/src/features/statements/api/statementApi.ts,157,statementApi,void,,/cbs-frontend/src/features/statements/pages/StatementGeneratorPage.tsx,4,statements,StatementsController
GET,/v1/accounts/{},/cbs-frontend/src/features/accounts/api/accountDetailApi.ts,234,account,BackendAccount,,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/accounts/pages/AccountDetailPage.tsx,1,accounts,AccountsController
GET,/v1/accounts/{}/transactions,/cbs-frontend/src/features/accounts/api/accountDetailApi.ts,239,transactions,BackendTransaction[],,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/accounts/pages/AccountDetailPage.tsx,1,accounts,AccountsController
GET,/v1/accounts/{}/interest-history,/cbs-frontend/src/features/accounts/api/accountDetailApi.ts,250,transactions,InterestHistory[],,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/accounts/pages/AccountDetailPage.tsx,1,accounts,AccountsController
GET,/v1/accounts/{}/holds,/cbs-frontend/src/features/accounts/api/accountDetailApi.ts,254,transactions,Hold[],,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/accounts/pages/AccountDetailPage.tsx,1,accounts,AccountsController
POST,/v1/accounts/{}/holds/{}/release,/cbs-frontend/src/features/accounts/api/accountDetailApi.ts,258,transactions,void,,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/accounts/pages/AccountDetailPage.tsx,1,accounts,AccountsController
GET,/v1/accounts/{}/linked-products,/cbs-frontend/src/features/accounts/api/accountDetailApi.ts,262,transactions,LinkedProducts,,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/accounts/pages/AccountDetailPage.tsx,1,accounts,AccountsController
GET,/v1/cash-pools,/cbs-frontend/src/features/accounts/api/cashPoolApi.ts,45,getCashPools,CashPool[],,/cbs-frontend/src/features/accounts/pages/CashPoolPage.tsx,4,cash-pools,CashPoolsController
GET,/v1/cash-pools/{},/cbs-frontend/src/features/accounts/api/cashPoolApi.ts,49,getCashPoolById,CashPool,,/cbs-frontend/src/features/accounts/pages/CashPoolPage.tsx,4,cash-pools,CashPoolsController
POST,/v1/cash-pools,/cbs-frontend/src/features/accounts/api/cashPoolApi.ts,53,createCashPool,CashPool,,/cbs-frontend/src/features/accounts/pages/CashPoolPage.tsx,4,cash-pools,CashPoolsController
PATCH,/v1/cash-pools/{}/participants/{},/cbs-frontend/src/features/accounts/api/cashPoolApi.ts,65,updateParticipant,CashPoolParticipant,,/cbs-frontend/src/features/accounts/pages/CashPoolPage.tsx,4,cash-pools,CashPoolsController
GET,/v1/virtual-accounts,/cbs-frontend/src/features/accounts/api/virtualAccountApi.ts,42,getVirtualAccounts,VirtualAccount[],,/cbs-frontend/src/features/accounts/pages/VirtualAccountDetailPage.tsx; /cbs-frontend/src/features/accounts/pages/VirtualAccountListPage.tsx,4,virtual-accounts,VirtualAccountsController
POST,/v1/virtual-accounts,/cbs-frontend/src/features/accounts/api/virtualAccountApi.ts,50,createVirtualAccount,VirtualAccount,,/cbs-frontend/src/features/accounts/pages/VirtualAccountDetailPage.tsx; /cbs-frontend/src/features/accounts/pages/VirtualAccountListPage.tsx,4,virtual-accounts,VirtualAccountsController
PATCH,/v1/virtual-accounts/{}/rules,/cbs-frontend/src/features/accounts/api/virtualAccountApi.ts,62,updateMatchingRules,MatchingRule[],,/cbs-frontend/src/features/accounts/pages/VirtualAccountDetailPage.tsx; /cbs-frontend/src/features/accounts/pages/VirtualAccountListPage.tsx,4,virtual-accounts,VirtualAccountsController
GET,/v1/accounts/products,/cbs-frontend/src/features/accounts/api/accountOpeningApi.ts,269,products,BackendProduct[],,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/accounts/pages/AccountOpeningPage.tsx,1,accounts,AccountsController
POST,/v1/accounts,/cbs-frontend/src/features/accounts/api/accountOpeningApi.ts,280,created,BackendAccountResponse,,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/accounts/pages/AccountOpeningPage.tsx,1,accounts,AccountsController
POST,/v1/accounts/compliance-check,/cbs-frontend/src/features/accounts/api/accountOpeningApi.ts,298,created,ComplianceCheckResult,,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/accounts/pages/AccountOpeningPage.tsx,1,accounts,AccountsController
GET,/v1/accounts/customer/{},/cbs-frontend/src/features/accounts/api/accountOpeningApi.ts,305,accounts,BackendAccountResponse[],,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/accounts/pages/AccountOpeningPage.tsx,1,accounts,AccountsController
GET,/v1/customers/{},/cbs-frontend/src/features/accounts/api/accountOpeningApi.ts,310,detail,BackendCustomerDetail,,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/accounts/pages/AccountOpeningPage.tsx,1,customers,CustomersController
GET,/v1/customers/quick-search,/cbs-frontend/src/features/accounts/api/accountOpeningApi.ts,327,summaries,BackendCustomerSummary[],,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/accounts/pages/AccountOpeningPage.tsx,1,customers,CustomersController
GET,/v1/customers/{},/cbs-frontend/src/features/accounts/api/accountOpeningApi.ts,330,detail,BackendCustomerDetail,,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/accounts/pages/AccountOpeningPage.tsx,1,customers,CustomersController
GET,/v1/accounts/{},/cbs-frontend/src/features/accounts/api/accountMaintenanceApi.ts,76,accountMaintenanceApi,AccountBasicInfo,,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/accounts/pages/AccountMaintenancePage.tsx,1,accounts,AccountsController
GET,/v1/accounts/{}/maintenance-history,/cbs-frontend/src/features/accounts/api/accountMaintenanceApi.ts,80,accountMaintenanceApi,MaintenanceHistoryItem[],,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/accounts/pages/AccountMaintenancePage.tsx,1,accounts,AccountsController
PATCH,/v1/accounts/{}/status,/cbs-frontend/src/features/accounts/api/accountMaintenanceApi.ts,85,accountMaintenanceApi,void,,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/accounts/pages/AccountMaintenancePage.tsx,1,accounts,AccountsController
POST,/v1/accounts/{}/signatories,/cbs-frontend/src/features/accounts/api/accountMaintenanceApi.ts,89,accountMaintenanceApi,void,,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/accounts/pages/AccountMaintenancePage.tsx,1,accounts,AccountsController
DELETE,/v1/accounts/{}/signatories/{},/cbs-frontend/src/features/accounts/api/accountMaintenanceApi.ts,93,accountMaintenanceApi,void,,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/accounts/pages/AccountMaintenancePage.tsx,1,accounts,AccountsController
PATCH,/v1/accounts/{}/signing-rule,/cbs-frontend/src/features/accounts/api/accountMaintenanceApi.ts,97,accountMaintenanceApi,void,,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/accounts/pages/AccountMaintenancePage.tsx,1,accounts,AccountsController
POST,/v1/accounts/{}/interest-rate-override,/cbs-frontend/src/features/accounts/api/accountMaintenanceApi.ts,101,accountMaintenanceApi,void,,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/accounts/pages/AccountMaintenancePage.tsx,1,accounts,AccountsController
PATCH,/v1/accounts/{}/limits,/cbs-frontend/src/features/accounts/api/accountMaintenanceApi.ts,105,accountMaintenanceApi,void,,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/accounts/pages/AccountMaintenancePage.tsx,1,accounts,AccountsController
PATCH,/v1/accounts/{}/officer,/cbs-frontend/src/features/accounts/api/accountMaintenanceApi.ts,109,accountMaintenanceApi,void,,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/accounts/pages/AccountMaintenancePage.tsx,1,accounts,AccountsController
GET,/v1/contact-center/agents,/cbs-frontend/src/features/contactcenter/api/contactCenterApi.ts,33,contactCenterApi,AgentState[],,/cbs-frontend/src/features/contactcenter/pages/ContactCenterPage.tsx,4,contact-center,ContactCenterController
POST,/v1/contact-center/agents/{}/state,/cbs-frontend/src/features/contactcenter/api/contactCenterApi.ts,34,contactCenterApi,void,,/cbs-frontend/src/features/contactcenter/pages/ContactCenterPage.tsx,4,contact-center,ContactCenterController
GET,/v1/contact-center/queues,/cbs-frontend/src/features/contactcenter/api/contactCenterApi.ts,36,contactCenterApi,QueueStatus[],,/cbs-frontend/src/features/contactcenter/pages/ContactCenterPage.tsx,4,contact-center,ContactCenterController
GET,/v1/customers/{}/mini-profile,/cbs-frontend/src/features/contactcenter/api/contactCenterApi.ts,38,contactCenterApi,CustomerMiniProfile,,/cbs-frontend/src/features/contactcenter/pages/ContactCenterPage.tsx,1,customers,CustomersController
GET,/v1/customers/lookup,/cbs-frontend/src/features/contactcenter/api/contactCenterApi.ts,39,contactCenterApi,CustomerMiniProfile,,/cbs-frontend/src/features/contactcenter/pages/ContactCenterPage.tsx,1,customers,CustomersController
POST,/v1/contact-center/interactions/{}/dispose,/cbs-frontend/src/features/contactcenter/api/contactCenterApi.ts,41,contactCenterApi,void,,/cbs-frontend/src/features/contactcenter/pages/ContactCenterPage.tsx,4,contact-center,ContactCenterController
POST,/v1/contact-center/callbacks,/cbs-frontend/src/features/contactcenter/api/contactCenterApi.ts,42,contactCenterApi,void,,/cbs-frontend/src/features/contactcenter/pages/ContactCenterPage.tsx,4,contact-center,ContactCenterController
POST,/v1/custody,/cbs-frontend/src/features/custody/api/custodyApi.ts,63,custodyApi,CustodyAccount,,/cbs-frontend/src/features/custody/pages/CustodySettlementPage.tsx,4,custody,CustodyController
GET,/v1/securities-positions,/cbs-frontend/src/features/treasury/hooks/useTreasuryData.ts,8,useSecurityHoldings,SecurityHolding[],"['treasury', 'holdings'],",/cbs-frontend/src/features/treasury/pages/FixedIncomePage.tsx; /cbs-frontend/src/features/treasury/pages/MarketDataPage.tsx; /cbs-frontend/src/features/treasury/pages/OrderManagementPage.tsx; /cbs-frontend/src/features/treasury/pages/TradeOpsPage.tsx,4,securities-positions,SecuritiesPositionsController
GET,/v1/treasury/coupons,/cbs-frontend/src/features/treasury/hooks/useTreasuryData.ts,15,useCouponCalendar,CouponEvent[],"['treasury', 'holdings'],",/cbs-frontend/src/features/treasury/pages/FixedIncomePage.tsx; /cbs-frontend/src/features/treasury/pages/MarketDataPage.tsx; /cbs-frontend/src/features/treasury/pages/OrderManagementPage.tsx; /cbs-frontend/src/features/treasury/pages/TradeOpsPage.tsx,2,treasury,TreasuryController
GET,/v1/market-data/money-market,/cbs-frontend/src/features/treasury/hooks/useTreasuryData.ts,38,useMoneyMarketRates,MoneyMarketRate[],"['market-data', 'fx-rates'],",/cbs-frontend/src/features/treasury/pages/FixedIncomePage.tsx; /cbs-frontend/src/features/treasury/pages/MarketDataPage.tsx; /cbs-frontend/src/features/treasury/pages/OrderManagementPage.tsx; /cbs-frontend/src/features/treasury/pages/TradeOpsPage.tsx,3,market-data,MarketDataController
GET,/v1/treasury/orders,/cbs-frontend/src/features/treasury/hooks/useTreasuryData.ts,46,useOrders,MarketOrder[],"['market-data', 'money-market'],",/cbs-frontend/src/features/treasury/pages/FixedIncomePage.tsx; /cbs-frontend/src/features/treasury/pages/MarketDataPage.tsx; /cbs-frontend/src/features/treasury/pages/OrderManagementPage.tsx; /cbs-frontend/src/features/treasury/pages/TradeOpsPage.tsx,2,treasury,TreasuryController
GET,/v1/treasury/confirmations,/cbs-frontend/src/features/treasury/hooks/useTreasuryData.ts,53,useTradeConfirmations,TradeConfirmation[],"['treasury', 'orders', status],",/cbs-frontend/src/features/treasury/pages/FixedIncomePage.tsx; /cbs-frontend/src/features/treasury/pages/MarketDataPage.tsx; /cbs-frontend/src/features/treasury/pages/OrderManagementPage.tsx; /cbs-frontend/src/features/treasury/pages/TradeOpsPage.tsx,2,treasury,TreasuryController
GET,/v1/treasury/fixed-income/holdings,/cbs-frontend/src/features/treasury/api/treasuryApi.ts,6,treasuryApi,SecurityHolding[],,,2,treasury,TreasuryController
GET,/v1/treasury/fixed-income/coupons,/cbs-frontend/src/features/treasury/api/treasuryApi.ts,7,treasuryApi,CouponEvent[],,,2,treasury,TreasuryController
GET,/v1/market-data/fx-rates,/cbs-frontend/src/features/treasury/api/treasuryApi.ts,10,treasuryApi,FxRate[],,,3,market-data,MarketDataController
GET,/v1/market-data/money-market,/cbs-frontend/src/features/treasury/api/treasuryApi.ts,11,treasuryApi,MoneyMarketRate[],,,3,market-data,MarketDataController
GET,/v1/treasury/orders,/cbs-frontend/src/features/treasury/api/treasuryApi.ts,16,treasuryApi,MarketOrder[],,,2,treasury,TreasuryController
POST,/v1/treasury/orders,/cbs-frontend/src/features/treasury/api/treasuryApi.ts,17,treasuryApi,MarketOrder,,,2,treasury,TreasuryController
POST,/v1/treasury/orders/{}/cancel,/cbs-frontend/src/features/treasury/api/treasuryApi.ts,18,treasuryApi,void,,,2,treasury,TreasuryController
GET,/v1/treasury/executions,/cbs-frontend/src/features/treasury/api/treasuryApi.ts,19,treasuryApi,Execution[],,,2,treasury,TreasuryController
GET,/v1/treasury/confirmations,/cbs-frontend/src/features/treasury/api/treasuryApi.ts,22,treasuryApi,TradeConfirmation[],,,2,treasury,TreasuryController
POST,/v1/treasury/confirmations/{}/confirm,/cbs-frontend/src/features/treasury/api/treasuryApi.ts,23,treasuryApi,void,,,2,treasury,TreasuryController
GET,/v1/treasury/settlement-fails,/cbs-frontend/src/features/treasury/api/treasuryApi.ts,24,treasuryApi,SettlementFail[],,,2,treasury,TreasuryController
POST,/v1/treasury-analytics,/cbs-frontend/src/features/treasury/api/tradingApi.ts,346,tradingApi,TreasuryAnalyticsRecord,,/cbs-frontend/src/features/treasury/pages/MarketMakingPage.tsx; /cbs-frontend/src/features/treasury/pages/TradingDeskPage.tsx; /cbs-frontend/src/features/treasury/pages/TreasuryDashboardPage.tsx; /cbs-frontend/src/features/treasury/pages/TreasuryDealsPage.tsx; /cbs-frontend/src/features/treasury/pages/TreasuryHomePage.tsx,2,treasury-analytics,TreasuryAnalyticsController
GET,/v1/dealer-desks,/cbs-frontend/src/features/treasury/api/tradingApi.ts,352,tradingApi,DealerDesk[],,/cbs-frontend/src/features/treasury/pages/MarketMakingPage.tsx; /cbs-frontend/src/features/treasury/pages/TradingDeskPage.tsx; /cbs-frontend/src/features/treasury/pages/TreasuryDashboardPage.tsx; /cbs-frontend/src/features/treasury/pages/TreasuryDealsPage.tsx; /cbs-frontend/src/features/treasury/pages/TreasuryHomePage.tsx,4,dealer-desks,DealerDesksController
GET,/v1/trading-books,/cbs-frontend/src/features/treasury/api/tradingApi.ts,368,tradingApi,TradingBook[],,/cbs-frontend/src/features/treasury/pages/MarketMakingPage.tsx; /cbs-frontend/src/features/treasury/pages/TradingDeskPage.tsx; /cbs-frontend/src/features/treasury/pages/TreasuryDashboardPage.tsx; /cbs-frontend/src/features/treasury/pages/TreasuryDealsPage.tsx; /cbs-frontend/src/features/treasury/pages/TreasuryHomePage.tsx,4,trading-books,TradingBooksController
POST,/v1/market-orders,/cbs-frontend/src/features/treasury/api/tradingApi.ts,390,tradingApi,TradingMarketOrder,,/cbs-frontend/src/features/treasury/pages/MarketMakingPage.tsx; /cbs-frontend/src/features/treasury/pages/TradingDeskPage.tsx; /cbs-frontend/src/features/treasury/pages/TreasuryDashboardPage.tsx; /cbs-frontend/src/features/treasury/pages/TreasuryDealsPage.tsx; /cbs-frontend/src/features/treasury/pages/TreasuryHomePage.tsx,4,market-orders,MarketOrdersController
GET,/v1/trading-models,/cbs-frontend/src/features/treasury/api/tradingApi.ts,408,tradingApi,TradingModel[],,/cbs-frontend/src/features/treasury/pages/MarketMakingPage.tsx; /cbs-frontend/src/features/treasury/pages/TradingDeskPage.tsx; /cbs-frontend/src/features/treasury/pages/TreasuryDashboardPage.tsx; /cbs-frontend/src/features/treasury/pages/TreasuryDealsPage.tsx; /cbs-frontend/src/features/treasury/pages/TreasuryHomePage.tsx,4,trading-models,TradingModelsController
POST,/v1/capital-markets,/cbs-frontend/src/features/capitalmarkets/api/capitalMarketsApi.ts,245,capitalMarketsApi,CapitalMarketsDeal,,/cbs-frontend/src/features/capitalmarkets/pages/CapitalMarketsDashboardPage.tsx; /cbs-frontend/src/features/capitalmarkets/pages/DealDetailPage.tsx; /cbs-frontend/src/features/investments/pages/FundManagementPage.tsx; /cbs-frontend/src/features/investments/pages/InvestmentPortfolioPage.tsx,2,capital-markets,CapitalMarketsController
POST,/v1/private-placements,/cbs-frontend/src/features/capitalmarkets/api/capitalMarketsApi.ts,263,capitalMarketsApi,PrivatePlacement,,/cbs-frontend/src/features/capitalmarkets/pages/CapitalMarketsDashboardPage.tsx; /cbs-frontend/src/features/capitalmarkets/pages/DealDetailPage.tsx; /cbs-frontend/src/features/investments/pages/FundManagementPage.tsx; /cbs-frontend/src/features/investments/pages/InvestmentPortfolioPage.tsx,4,private-placements,PrivatePlacementsController
POST,/v1/investment-portfolios,/cbs-frontend/src/features/capitalmarkets/api/capitalMarketsApi.ts,289,capitalMarketsApi,InvestmentPortfolio,,/cbs-frontend/src/features/capitalmarkets/pages/CapitalMarketsDashboardPage.tsx; /cbs-frontend/src/features/capitalmarkets/pages/DealDetailPage.tsx; /cbs-frontend/src/features/investments/pages/FundManagementPage.tsx; /cbs-frontend/src/features/investments/pages/InvestmentPortfolioPage.tsx,4,investment-portfolios,InvestmentPortfoliosController
POST,/v1/funds,/cbs-frontend/src/features/capitalmarkets/api/capitalMarketsApi.ts,303,capitalMarketsApi,Fund,,/cbs-frontend/src/features/capitalmarkets/pages/CapitalMarketsDashboardPage.tsx; /cbs-frontend/src/features/capitalmarkets/pages/DealDetailPage.tsx; /cbs-frontend/src/features/investments/pages/FundManagementPage.tsx; /cbs-frontend/src/features/investments/pages/InvestmentPortfolioPage.tsx,4,funds,FundsController
POST,/v1/corporate-finance,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,306,advisoryApi,CorporateFinanceEngagement,,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx,4,corporate-finance,CorporateFinanceController
POST,/v1/project-finance,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,324,advisoryApi,ProjectFacility,,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx,4,project-finance,ProjectFinanceController
POST,/v1/ma-advisory,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,340,advisoryApi,MaEngagement,,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx,4,ma-advisory,MaAdvisoryController
POST,/v1/tax-advisory,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,356,advisoryApi,TaxEngagement,,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx,4,tax-advisory,TaxAdvisoryController
POST,/v1/sanctions/matches/{}/confirm,/cbs-frontend/src/features/risk/api/sanctionsApi.ts,16,sanctionsApi,,,/cbs-frontend/src/features/risk/pages/SanctionsScreeningPage.tsx,4,sanctions,SanctionsController
POST,/v1/sanctions/matches/{}/false-positive,/cbs-frontend/src/features/risk/api/sanctionsApi.ts,19,sanctionsApi,,,/cbs-frontend/src/features/risk/pages/SanctionsScreeningPage.tsx,4,sanctions,SanctionsController
POST,/v1/sanctions/watchlists/{}/update,/cbs-frontend/src/features/risk/api/sanctionsApi.ts,25,sanctionsApi,,,/cbs-frontend/src/features/risk/pages/SanctionsScreeningPage.tsx,4,sanctions,SanctionsController
GET,/v1/risk/market/var-stats,/cbs-frontend/src/features/risk/api/marketRiskApi.ts,92,marketRiskApi,VarStats,,/cbs-frontend/src/features/risk/pages/MarketLiquidityRiskPage.tsx,3,risk,RiskController
GET,/v1/risk/market/var-trend,/cbs-frontend/src/features/risk/api/marketRiskApi.ts,93,marketRiskApi,VarTrendPoint[],,/cbs-frontend/src/features/risk/pages/MarketLiquidityRiskPage.tsx,3,risk,RiskController
GET,/v1/risk/market/var-by-factor,/cbs-frontend/src/features/risk/api/marketRiskApi.ts,94,marketRiskApi,VarByRiskFactor[],,/cbs-frontend/src/features/risk/pages/MarketLiquidityRiskPage.tsx,3,risk,RiskController
GET,/v1/risk/market/stress-tests,/cbs-frontend/src/features/risk/api/marketRiskApi.ts,95,marketRiskApi,StressTestResult[],,/cbs-frontend/src/features/risk/pages/MarketLiquidityRiskPage.tsx,3,risk,RiskController
