method,url,caller_file,caller_line,enclosing_function,response_type,query_key,used_by_pages
GET,/v1/corporate-finance/capacity,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,304,advisoryApi,CorporateFinanceCapacity[],,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
POST,/v1/corporate-finance,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,306,advisoryApi,CorporateFinanceEngagement,,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
POST,/v1/corporate-finance/{}/draft,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,308,advisoryApi,CorporateFinanceEngagement,,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
POST,/v1/corporate-finance/{}/finalize,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,310,advisoryApi,CorporateFinanceEngagement,,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
POST,/v1/corporate-finance/{}/invoice,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,312,advisoryApi,CorporateFinanceEngagement,,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
POST,/v1/corporate-finance/{}/payment,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,314,advisoryApi,CorporateFinanceEngagement,,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
POST,/v1/corporate-finance/{}/close,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,316,advisoryApi,CorporateFinanceEngagement,,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
GET,/v1/project-finance/status/{},/cbs-frontend/src/features/advisory/api/advisoryApi.ts,320,advisoryApi,ProjectFacility[],,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
GET,/v1/project-finance/{}/milestones,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,322,advisoryApi,ProjectMilestone[],,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
POST,/v1/project-finance,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,324,advisoryApi,ProjectFacility,,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
POST,/v1/project-finance/{}/milestones,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,326,advisoryApi,ProjectMilestone,,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
POST,/v1/project-finance/milestones/{}/complete,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,328,advisoryApi,ProjectMilestone,,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
GET,/v1/ma-advisory/active,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,332,advisoryApi,MaEngagement[],,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
GET,/v1/ma-advisory/pipeline,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,334,advisoryApi,MaPipelineStage[],,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
GET,/v1/ma-advisory/revenue,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,336,advisoryApi,MaRevenueItem[],,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
GET,/v1/ma-advisory/workload,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,338,advisoryApi,MaWorkloadItem[],,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
POST,/v1/ma-advisory,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,340,advisoryApi,MaEngagement,,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
PATCH,/v1/ma-advisory/{}/milestone,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,342,advisoryApi,MaEngagement,,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
POST,/v1/ma-advisory/{}/fee,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,344,advisoryApi,MaEngagement,,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
POST,/v1/ma-advisory/{}/close,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,346,advisoryApi,MaEngagement,,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
GET,/v1/tax-advisory/active,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,350,advisoryApi,TaxEngagement[],,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
GET,/v1/tax-advisory/jurisdiction/{},/cbs-frontend/src/features/advisory/api/advisoryApi.ts,352,advisoryApi,TaxEngagement[],,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
GET,/v1/tax-advisory/revenue,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,354,advisoryApi,TaxRevenueItem[],,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
POST,/v1/tax-advisory,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,356,advisoryApi,TaxEngagement,,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
POST,/v1/tax-advisory/{}/opinion,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,358,advisoryApi,TaxEngagement,,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
POST,/v1/tax-advisory/{}/close,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,360,advisoryApi,TaxEngagement,,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
GET,/v1/suitability/profiles/customer/{},/cbs-frontend/src/features/advisory/api/advisoryApi.ts,364,advisoryApi,SuitabilityProfile,,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
GET,/v1/suitability/profiles/expired,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,366,advisoryApi,SuitabilityProfile[],,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
POST,/v1/suitability/profiles,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,368,advisoryApi,SuitabilityProfile,,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
PUT,/v1/suitability/profiles/{},/cbs-frontend/src/features/advisory/api/advisoryApi.ts,370,advisoryApi,SuitabilityProfile,,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
POST,/v1/suitability/checks,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,372,advisoryApi,SuitabilityCheck,,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
POST,/v1/suitability/checks/{}/acknowledge,/cbs-frontend/src/features/advisory/api/advisoryApi.ts,374,advisoryApi,SuitabilityCheck,,/cbs-frontend/src/features/advisory/pages/AdvisoryDashboardPage.tsx; /cbs-frontend/src/features/advisory/pages/CorporateFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/ProjectFinancePage.tsx; /cbs-frontend/src/features/advisory/pages/SuitabilityPage.tsx
POST,/v1/sanctions/matches/{}/confirm,/cbs-frontend/src/features/risk/api/sanctionsApi.ts,16,sanctionsApi,,,/cbs-frontend/src/features/risk/pages/SanctionsScreeningPage.tsx
POST,/v1/sanctions/matches/{}/false-positive,/cbs-frontend/src/features/risk/api/sanctionsApi.ts,19,sanctionsApi,,,/cbs-frontend/src/features/risk/pages/SanctionsScreeningPage.tsx
POST,/v1/sanctions/watchlists/{}/update,/cbs-frontend/src/features/risk/api/sanctionsApi.ts,25,sanctionsApi,,,/cbs-frontend/src/features/risk/pages/SanctionsScreeningPage.tsx
GET,/v1/risk/market/var-stats,/cbs-frontend/src/features/risk/api/marketRiskApi.ts,92,marketRiskApi,VarStats,,/cbs-frontend/src/features/risk/pages/MarketLiquidityRiskPage.tsx
GET,/v1/risk/market/var-trend,/cbs-frontend/src/features/risk/api/marketRiskApi.ts,93,marketRiskApi,VarTrendPoint[],,/cbs-frontend/src/features/risk/pages/MarketLiquidityRiskPage.tsx
GET,/v1/risk/market/var-by-factor,/cbs-frontend/src/features/risk/api/marketRiskApi.ts,94,marketRiskApi,VarByRiskFactor[],,/cbs-frontend/src/features/risk/pages/MarketLiquidityRiskPage.tsx
GET,/v1/risk/market/stress-tests,/cbs-frontend/src/features/risk/api/marketRiskApi.ts,95,marketRiskApi,StressTestResult[],,/cbs-frontend/src/features/risk/pages/MarketLiquidityRiskPage.tsx
GET,/v1/risk/market/sensitivities,/cbs-frontend/src/features/risk/api/marketRiskApi.ts,96,marketRiskApi,SensitivityRow[],,/cbs-frontend/src/features/risk/pages/MarketLiquidityRiskPage.tsx
GET,/v1/risk/market/backtest,/cbs-frontend/src/features/risk/api/marketRiskApi.ts,97,marketRiskApi,BacktestResult,,/cbs-frontend/src/features/risk/pages/MarketLiquidityRiskPage.tsx
GET,/v1/risk/liquidity/ratios,/cbs-frontend/src/features/risk/api/marketRiskApi.ts,98,marketRiskApi,LiquidityRatios,,/cbs-frontend/src/features/risk/pages/MarketLiquidityRiskPage.tsx
GET,/v1/risk/liquidity/cashflow-ladder,/cbs-frontend/src/features/risk/api/marketRiskApi.ts,99,marketRiskApi,CashflowBucket[],,/cbs-frontend/src/features/risk/pages/MarketLiquidityRiskPage.tsx
GET,/v1/risk/liquidity/hqla,/cbs-frontend/src/features/risk/api/marketRiskApi.ts,100,marketRiskApi,HqlaItem[],,/cbs-frontend/src/features/risk/pages/MarketLiquidityRiskPage.tsx
GET,/v1/risk/liquidity/top-depositors,/cbs-frontend/src/features/risk/api/marketRiskApi.ts,101,marketRiskApi,TopDepositor[],,/cbs-frontend/src/features/risk/pages/MarketLiquidityRiskPage.tsx
GET,/v1/risk/liquidity/funding-sources,/cbs-frontend/src/features/risk/api/marketRiskApi.ts,102,marketRiskApi,FundingSource[],,/cbs-frontend/src/features/risk/pages/MarketLiquidityRiskPage.tsx
GET,/v1/risk/liquidity/stress-projection,/cbs-frontend/src/features/risk/api/marketRiskApi.ts,103,marketRiskApi,LiquidityStressPoint[],,/cbs-frontend/src/features/risk/pages/MarketLiquidityRiskPage.tsx
GET,/v1/risk/operational/stats,/cbs-frontend/src/features/risk/api/opriskApi.ts,82,opriskApi,OpRiskStats,,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx
GET,/v1/risk/operational/loss-events,/cbs-frontend/src/features/risk/api/opriskApi.ts,83,opriskApi,LossEvent[],,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx
GET,/v1/risk/operational/loss-events/{},/cbs-frontend/src/features/risk/api/opriskApi.ts,84,opriskApi,LossEvent,,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx
POST,/v1/risk/operational/loss-events,/cbs-frontend/src/features/risk/api/opriskApi.ts,85,opriskApi,LossEvent,,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx
PUT,/v1/risk/operational/loss-events/{},/cbs-frontend/src/features/risk/api/opriskApi.ts,86,opriskApi,LossEvent,,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx
GET,/v1/risk/operational/loss-by-category,/cbs-frontend/src/features/risk/api/opriskApi.ts,87,opriskApi,LossByCategory[],,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx
GET,/v1/risk/operational/loss-trend,/cbs-frontend/src/features/risk/api/opriskApi.ts,88,opriskApi,LossTrend[],,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx
GET,/v1/risk/operational/kris,/cbs-frontend/src/features/risk/api/opriskApi.ts,89,opriskApi,Kri[],,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx
GET,/v1/risk/operational/kris/{},/cbs-frontend/src/features/risk/api/opriskApi.ts,90,opriskApi,Kri,,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx
GET,/v1/risk/operational/rcsa,/cbs-frontend/src/features/risk/api/opriskApi.ts,91,opriskApi,RcsaAssessment[],,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx
GET,/v1/risk/operational/rcsa/{},/cbs-frontend/src/features/risk/api/opriskApi.ts,92,opriskApi,RcsaAssessment,,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx
GET,/v1/risk/operational/incidents,/cbs-frontend/src/features/risk/api/opriskApi.ts,93,opriskApi,Incident[],,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx
POST,/v1/risk/operational/incidents,/cbs-frontend/src/features/risk/api/opriskApi.ts,94,opriskApi,Incident,,/cbs-frontend/src/features/risk/pages/OperationalRiskPage.tsx
POST,/v1/fraud/alerts/{}/block-card,/cbs-frontend/src/features/risk/api/fraudApi.ts,22,fraudApi,,,/cbs-frontend/src/features/risk/pages/FraudManagementPage.tsx
POST,/v1/fraud/alerts/{}/block-account,/cbs-frontend/src/features/risk/api/fraudApi.ts,25,fraudApi,,,/cbs-frontend/src/features/risk/pages/FraudManagementPage.tsx
POST,/v1/fraud/alerts/{}/allow,/cbs-frontend/src/features/risk/api/fraudApi.ts,28,fraudApi,,,/cbs-frontend/src/features/risk/pages/FraudManagementPage.tsx
POST,/v1/fraud/alerts/{}/dismiss,/cbs-frontend/src/features/risk/api/fraudApi.ts,31,fraudApi,,,/cbs-frontend/src/features/risk/pages/FraudManagementPage.tsx
POST,/v1/fraud/alerts/{}/file-case,/cbs-frontend/src/features/risk/api/fraudApi.ts,34,fraudApi,,,/cbs-frontend/src/features/risk/pages/FraudManagementPage.tsx
PATCH,/v1/fraud/rules/{}/toggle,/cbs-frontend/src/features/risk/api/fraudApi.ts,40,fraudApi,,,/cbs-frontend/src/features/risk/pages/FraudManagementPage.tsx
GET,/v1/notifications,/cbs-frontend/src/features/notifications/api/notificationApi.ts,5,notificationApi,AppNotification[],,
GET,/v1/notifications/unread-count,/cbs-frontend/src/features/notifications/api/notificationApi.ts,6,notificationApi,number,,
POST,/v1/notifications/{}/read,/cbs-frontend/src/features/notifications/api/notificationApi.ts,7,notificationApi,void,,
POST,/v1/notifications/mark-all-read,/cbs-frontend/src/features/notifications/api/notificationApi.ts,8,notificationApi,void,,
POST,/v1/notifications/{}/delete,/cbs-frontend/src/features/notifications/api/notificationApi.ts,9,notificationApi,void,,
GET,/v1/communications/customer/{},/cbs-frontend/src/features/communications/api/communicationApi.ts,51,communicationApi,Communication[],,/cbs-frontend/src/features/communications/pages/CommunicationCenterPage.tsx; /cbs-frontend/src/features/communications/pages/TemplateManagementPage.tsx
GET,/v1/communications,/cbs-frontend/src/features/communications/api/communicationApi.ts,53,communicationApi,Communication[],,/cbs-frontend/src/features/communications/pages/CommunicationCenterPage.tsx; /cbs-frontend/src/features/communications/pages/TemplateManagementPage.tsx
POST,/v1/communications,/cbs-frontend/src/features/communications/api/communicationApi.ts,55,communicationApi,Communication,,/cbs-frontend/src/features/communications/pages/CommunicationCenterPage.tsx; /cbs-frontend/src/features/communications/pages/TemplateManagementPage.tsx
POST,/v1/communications/schedule,/cbs-frontend/src/features/communications/api/communicationApi.ts,57,communicationApi,Communication,,/cbs-frontend/src/features/communications/pages/CommunicationCenterPage.tsx; /cbs-frontend/src/features/communications/pages/TemplateManagementPage.tsx
GET,/v1/communication-templates,/cbs-frontend/src/features/communications/api/communicationApi.ts,59,communicationApi,CommTemplate[],,/cbs-frontend/src/features/communications/pages/CommunicationCenterPage.tsx; /cbs-frontend/src/features/communications/pages/TemplateManagementPage.tsx
POST,/v1/communication-templates,/cbs-frontend/src/features/communications/api/communicationApi.ts,61,communicationApi,CommTemplate,,/cbs-frontend/src/features/communications/pages/CommunicationCenterPage.tsx; /cbs-frontend/src/features/communications/pages/TemplateManagementPage.tsx
PUT,/v1/communication-templates/{},/cbs-frontend/src/features/communications/api/communicationApi.ts,63,communicationApi,CommTemplate,,/cbs-frontend/src/features/communications/pages/CommunicationCenterPage.tsx; /cbs-frontend/src/features/communications/pages/TemplateManagementPage.tsx
GET,/v1/communications/preferences/{},/cbs-frontend/src/features/communications/api/communicationApi.ts,65,communicationApi,ChannelPreference[],,/cbs-frontend/src/features/communications/pages/CommunicationCenterPage.tsx; /cbs-frontend/src/features/communications/pages/TemplateManagementPage.tsx
PUT,/v1/communications/preferences/{},/cbs-frontend/src/features/communications/api/communicationApi.ts,67,communicationApi,void,,/cbs-frontend/src/features/communications/pages/CommunicationCenterPage.tsx; /cbs-frontend/src/features/communications/pages/TemplateManagementPage.tsx
GET,/v1/communications/stats,/cbs-frontend/src/features/communications/api/communicationApi.ts,69,communicationApi,DeliveryStats,,/cbs-frontend/src/features/communications/pages/CommunicationCenterPage.tsx; /cbs-frontend/src/features/communications/pages/TemplateManagementPage.tsx
GET,/v1/gateway/stats,/cbs-frontend/src/features/gateway/api/gatewayApi.ts,76,gatewayApi,GatewayStats,,/cbs-frontend/src/features/gateway/pages/GatewayConsolePage.tsx
GET,/v1/gateway/throughput,/cbs-frontend/src/features/gateway/api/gatewayApi.ts,79,gatewayApi,ThroughputPoint[],,/cbs-frontend/src/features/gateway/pages/GatewayConsolePage.tsx
GET,/v1/gateway/messages,/cbs-frontend/src/features/gateway/api/gatewayApi.ts,82,gatewayApi,GatewayMessage[],,/cbs-frontend/src/features/gateway/pages/GatewayConsolePage.tsx
GET,/v1/gateway/messages/{},/cbs-frontend/src/features/gateway/api/gatewayApi.ts,85,gatewayApi,GatewayMessage,,/cbs-frontend/src/features/gateway/pages/GatewayConsolePage.tsx
POST,/v1/gateway/messages/{}/retry,/cbs-frontend/src/features/gateway/api/gatewayApi.ts,88,gatewayApi,GatewayMessage,,/cbs-frontend/src/features/gateway/pages/GatewayConsolePage.tsx
POST,/v1/gateway/messages/{}/cancel,/cbs-frontend/src/features/gateway/api/gatewayApi.ts,91,gatewayApi,void,,/cbs-frontend/src/features/gateway/pages/GatewayConsolePage.tsx
POST,/v1/gateway/messages/{}/override,/cbs-frontend/src/features/gateway/api/gatewayApi.ts,94,gatewayApi,void,,/cbs-frontend/src/features/gateway/pages/GatewayConsolePage.tsx
POST,/v1/gateway/messages/retry-all-failed,/cbs-frontend/src/features/gateway/api/gatewayApi.ts,97,gatewayApi,{ queued: number },,/cbs-frontend/src/features/gateway/pages/GatewayConsolePage.tsx
GET,/v1/gateway/status,/cbs-frontend/src/features/gateway/api/gatewayApi.ts,100,gatewayApi,GatewayStatus[],,/cbs-frontend/src/features/gateway/pages/GatewayConsolePage.tsx
GET,/v1/gateway/swift,/cbs-frontend/src/features/gateway/api/gatewayApi.ts,103,gatewayApi,SwiftMessage[],,/cbs-frontend/src/features/gateway/pages/GatewayConsolePage.tsx
GET,/v1/gateway/swift/{},/cbs-frontend/src/features/gateway/api/gatewayApi.ts,106,gatewayApi,SwiftMessage,,/cbs-frontend/src/features/gateway/pages/GatewayConsolePage.tsx
GET,/v1/gl/line-item-accounts,/cbs-frontend/src/features/reports/components/financial/BalanceSheetReport.tsx,29,glIds,GlAccountDetail[],"['gl-drill-down', item.code, glIds],",/cbs-frontend/src/features/reports/pages/FinancialReportsPage.tsx
GET,/v1/reports/operations/stats,/cbs-frontend/src/features/reports/api/operationalReportApi.ts,88,operationalReportApi,OpsStats,,/cbs-frontend/src/features/reports/pages/OperationalReportsPage.tsx
GET,/v1/reports/operations/sla,/cbs-frontend/src/features/reports/api/operationalReportApi.ts,91,operationalReportApi,SlaRow[],,/cbs-frontend/src/features/reports/pages/OperationalReportsPage.tsx
GET,/v1/reports/operations/sla-trend,/cbs-frontend/src/features/reports/api/operationalReportApi.ts,94,operationalReportApi,SlaTrendPoint[],,/cbs-frontend/src/features/reports/pages/OperationalReportsPage.tsx
GET,/v1/reports/operations/queue,/cbs-frontend/src/features/reports/api/operationalReportApi.ts,97,operationalReportApi,{ metrics: QueueMetric[]; peakHours: PeakHourData[] },,/cbs-frontend/src/features/reports/pages/OperationalReportsPage.tsx
GET,/v1/reports/operations/staff,/cbs-frontend/src/features/reports/api/operationalReportApi.ts,100,operationalReportApi,StaffProductivity[],,/cbs-frontend/src/features/reports/pages/OperationalReportsPage.tsx
GET,/v1/reports/operations/efficiency-trend,/cbs-frontend/src/features/reports/api/operationalReportApi.ts,103,operationalReportApi,EfficiencyPoint[],,/cbs-frontend/src/features/reports/pages/OperationalReportsPage.tsx
GET,/v1/reports/operations/uptime,/cbs-frontend/src/features/reports/api/operationalReportApi.ts,106,operationalReportApi,ServiceUptime[],,/cbs-frontend/src/features/reports/pages/OperationalReportsPage.tsx
GET,/v1/reports/operations/incidents,/cbs-frontend/src/features/reports/api/operationalReportApi.ts,109,operationalReportApi,IncidentPoint[],,/cbs-frontend/src/features/reports/pages/OperationalReportsPage.tsx
GET,/v1/reports/operations/automation,/cbs-frontend/src/features/reports/api/operationalReportApi.ts,112,operationalReportApi,AutomationStats[],,/cbs-frontend/src/features/reports/pages/OperationalReportsPage.tsx
GET,/v1/reports/deposits/stats,/cbs-frontend/src/features/reports/api/depositAnalyticsApi.ts,90,depositAnalyticsApi,DepositStats,,/cbs-frontend/src/features/reports/pages/DepositAnalyticsPage.tsx
GET,/v1/reports/deposits/mix,/cbs-frontend/src/features/reports/api/depositAnalyticsApi.ts,93,depositAnalyticsApi,DepositMixItem[],,/cbs-frontend/src/features/reports/pages/DepositAnalyticsPage.tsx
GET,/v1/reports/deposits/growth-trend,/cbs-frontend/src/features/reports/api/depositAnalyticsApi.ts,96,depositAnalyticsApi,DepositGrowthPoint[],,/cbs-frontend/src/features/reports/pages/DepositAnalyticsPage.tsx
GET,/v1/reports/deposits/top-depositors,/cbs-frontend/src/features/reports/api/depositAnalyticsApi.ts,99,depositAnalyticsApi,TopDepositor[],,/cbs-frontend/src/features/reports/pages/DepositAnalyticsPage.tsx
